40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Wrist,Update Variables,Temp,23,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Elevator,Update Variables,Temp,23,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.090820313,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.25,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.25,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Wrist,Update Variables,Temp,23,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Elevator,Update Variables,Temp,23,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
40:38.8,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,NaN,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.229492188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,23,FL turn temp,23,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,23,FR turn temp,23,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.260742188,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,23,BL turn temp,23,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,23,BR turn temp,23
